UID,week,Year,model_code,model_family,start_date,end_date,ret_stock,ret_dos,dbr_stock,dbr_dos,wod,stocking_outlet,activating_outlet,plc_factor,tertiary,seasonality_1,seasonality_2
12024,1,2024,A1_JOSH_BOL,JOSH,,,534506,77.31417118,185601,26.84644791,11867,77833,17699,100,48394,0.106293486,0.9943348
12024,1,2024,LAVA_A3VIBE,A3,,,201237,79.14259228,73650,28.9651104,7370,49115,8403,100,17799,0.106293486,0.9943348
12024,1,2024,LF7002_A7_TORCH,A7,,,138301,98.20521404,45092,32.01907081,4155,46640,6291,100,9858,0.106293486,0.9943348
22024,2,2024,A1_JOSH_BOL,JOSH,,,547447,76.86086486,181882,25.53600225,13612,78235,18360,100,49858,0.211382624,0.97740339
22024,2,2024,LAVA_A3VIBE,A3,,,209430,81.12051793,75426,29.21547145,8694,50570,8696,100,18072,0.211382624,0.97740339
22024,2,2024,LF7002_A7_TORCH,A7,,,143535,98.94091581,42955,29.60955194,5672,46880,6406,100,10155,0.211382624,0.97740339
32024,3,2024,A1_JOSH_BOL,JOSH,,,546396,78.06135069,166340,23.7643121,11294,78473,18092,100,48997,0.314076712,0.949397608
32024,3,2024,LAVA_A3VIBE,A3,,,214129,83.24464068,68116,26.48072865,7203,51651,8699,100,18006,0.314076712,0.949397608
32024,3,2024,LF7002_A7_TORCH,A7,,,145213,101.1433831,41072,28.60736318,4573,47034,6424,100,10050,0.314076712,0.949397608
42024,4,2024,A1_JOSH_BOL,JOSH,,,544042,81.60921461,184131,27.62063645,8821,78577,17371,100,46665,0.413212186,0.910634773
42024,4,2024,LAVA_A3VIBE,A3,,,217963,90.6937526,76013,31.62878202,5688,52019,8307,100,16823,0.413212186,0.910634773
42024,4,2024,LF7002_A7_TORCH,A7,,,146199,111.1779468,40945,31.13688213,3617,46872,5954,100,9205,0.413212186,0.910634773
52024,5,2024,A1_JOSH_BOL,JOSH,,,567595,81.15842905,188646,26.97383347,8029,79683,9846,100,20981,0.5076658,0.861554081
52024,5,2024,LAVA_A3VIBE,A3,,,228395,86.65549513,81122,30.77855065,4883,53335,4657,100,7907,0.5076658,0.861554081
52024,5,2024,LF7002_A7_TORCH,A7,,,151051,110.4981712,41994,30.71982443,2809,47308,3071,100,4101,0.5076658,0.861554081
62024,6,2024,A1_JOSH_BOL,JOSH,,,558458,78.58648279,208943,29.40256111,11649,79433,18182,100,49744,0.596367359,0.802711638
62024,6,2024,LAVA_A3VIBE,A3,,,226638,83.30091888,78822,28.97106852,4283,52509,8868,100,19045,0.596367359,0.802711638
62024,6,2024,LF7002_A7_TORCH,A7,,,149910,103.4269663,37233,25.68805441,2832,46496,6392,100,10146,0.596367359,0.802711638
72024,7,2024,A1_JOSH_BOL,JOSH,,,564741,78.9248323,198424,27.73055422,17462,80822,18627,100,50088,0.678311836,0.734774151
72024,7,2024,LAVA_A3VIBE,A3,,,227939,84.40398857,78452,29.05014812,4802,52146,8858,100,18904,0.678311836,0.734774151
72024,7,2024,LF7002_A7_TORCH,A7,,,148753,104.1375138,32857,23.00220022,2749,45831,6237,100,9999,0.678311836,0.734774151
82024,8,2024,A1_JOSH_BOL,JOSH,,,565253,78.80287188,171512,23.91077652,12815,81850,19006,100,50211,0.75257077,0.658511379
82024,8,2024,LAVA_A3VIBE,A3,,,228559,83.7124843,75655,27.70955421,3866,51536,8795,100,19112,0.75257077,0.658511379
82024,8,2024,LF7002_A7_TORCH,A7,,,147476,108.3813123,35695,26.23254593,2250,45186,6002,100,9525,0.75257077,0.658511379
92024,9,2024,A1_JOSH_BOL,JOSH,,,592267,84.9650374,168922,24.23309765,26614,87335,19850,100,48795,0.818302776,0.57478741
92024,9,2024,LAVA_A3VIBE,A3,,,233190,87.74552492,80122,30.14857819,4645,51193,8539,100,18603,0.818302776,0.57478741
92024,9,2024,LF7002_A7_TORCH,A7,,,148514,111.1037726,37246,27.86384525,2683,44640,5861,100,9357,0.818302776,0.57478741
102024,10,2024,A1_JOSH_BOL,JOSH,,,602316,85.09692003,169982,24.01554111,3887,88174,4735,100,7078,0.874763085,0.48455087
102024,10,2024,LAVA_A3VIBE,A3,,,239096,88.55407407,81821,30.30407407,1586,51539,1947,100,2700,0.874763085,0.48455087
102024,10,2024,LF7002_A7_TORCH,A7,,,150129,110.5515464,36456,26.84536082,693,44683,1133,100,1358,0.874763085,0.48455087
112024,11,2024,A1_JOSH_BOL,JOSH,,,595703,81.39131029,169931,23.21778932,15696,87904,20600,100,51233,0.921311978,0.388824175
112024,11,2024,LAVA_A3VIBE,A3,,,237880,83.27465493,87741,30.7154931,4108,50741,8785,100,19996,0.921311978,0.388824175
112024,11,2024,LF7002_A7_TORCH,A7,,,148299,106.5366379,33509,24.07255747,2357,43944,5922,100,9744,0.921311978,0.388824175
122024,12,2024,A1_JOSH_BOL,JOSH,,,596748,84.68800811,203954,28.94430816,18139,88107,20570,100,49325,0.957422038,0.288691947
122024,12,2024,LAVA_A3VIBE,A3,,,241731,87.70626652,101393,36.78800601,4412,50263,8379,100,19293,0.957422038,0.288691947
122024,12,2024,LF7002_A7_TORCH,A7,,,146916,112.7150373,32616,25.02323542,2293,43315,5549,100,9124,0.957422038,0.288691947
132024,13,2024,A1_JOSH_BOL,JOSH,,,602003,87.51860852,158464,23.03734164,15995,89073,20830,100,48150,0.982684125,0.185288724
132024,13,2024,LAVA_A3VIBE,A3,,,245237,89.04756718,86353,31.35548293,4196,49941,8305,100,19278,0.982684125,0.185288724
132024,13,2024,LF7002_A7_TORCH,A7,,,147018,115.6451287,32890,25.87144623,2580,42881,5388,100,8899,0.982684125,0.185288724
142024,14,2024,A1_JOSH_BOL,JOSH,,,599088,92.72372698,175519,27.16591859,10507,89477,19909,100,45227,0.996812007,0.079786106
142024,14,2024,LAVA_A3VIBE,A3,,,244798,92.40649267,83325,31.45356989,3525,49588,7976,100,18544,0.996812007,0.079786106
142024,14,2024,LF7002_A7_TORCH,A7,,,147196,120.3283896,31728,25.93670443,2126,42391,5187,100,8563,0.996812007,0.079786106
152024,15,2024,A1_JOSH_BOL,JOSH,,,610725,93.15512508,213864,32.62111043,4563,89493,10708,100,19668,0.999645611,-0.026620521
152024,15,2024,LAVA_A3VIBE,A3,,,249774,94.52781632,81853,30.9775451,2393,49694,4419,100,7927,0.999645611,-0.026620521
152024,15,2024,LF7002_A7_TORCH,A7,,,147875,122.3793103,33057,27.35751724,1118,42342,2604,100,3625,0.999645611,-0.026620521
162024,16,2024,A1_JOSH_BOL,JOSH,,,602714,86.51337995,183864,26.39178133,10525,88592,20664,100,48767,0.991152831,-0.132725527
162024,16,2024,LAVA_A3VIBE,A3,,,247613,88.93688747,76853,27.6038278,5354,49577,8382,100,19489,0.991152831,-0.132725527
162024,16,2024,LF7002_A7_TORCH,A7,,,146591,116.1971464,32000,25.36519081,3136,42125,5333,100,8831,0.991152831,-0.132725527
172024,17,2024,A1_JOSH_BOL,JOSH,,,600677,86.30593814,163864,23.54416142,15558,88401,20697,100,48719,0.971429893,-0.2373267
172024,17,2024,LAVA_A3VIBE,A3,,,250276,89.83345298,71853,25.79073941,7647,50544,8408,100,19502,0.971429893,-0.2373267
172024,17,2024,LF7002_A7_TORCH,A7,,,146782,111.5485832,31500,23.93876886,3793,42285,5541,100,9211,0.971429893,-0.2373267
182024,18,2024,A1_JOSH_BOL,JOSH,,,613932,83.95569274,162964,22.28545753,15536,88687,21215,100,51188,0.940700267,-0.339238866
182024,18,2024,LAVA_A3VIBE,A3,,,257240,86.89701766,78874,26.6440498,7997,51807,8734,100,20722,0.940700267,-0.339238866
182024,18,2024,LF7002_A7_TORCH,A7,,,149998,113.4506753,34315,25.95407888,4492,42877,5522,100,9255,0.940700267,-0.339238866
192024,19,2024,A1_JOSH_BOL,JOSH,,,592856,77.3977881,192383,25.11574255,11517,87882,21813,100,53619,0.89931213,-0.43730732
192024,19,2024,LAVA_A3VIBE,A3,,,256344,82.28964505,83422,26.77951023,5935,52021,9315,100,21806,0.89931213,-0.43730732
192024,19,2024,LF7002_A7_TORCH,A7,,,150339,111.3857959,30322,22.46549534,3523,43093,5670,100,9448,0.89931213,-0.43730732
202024,20,2024,A1_JOSH_BOL,JOSH,,,595355,74.52650685,179433,22.46141328,4921,87933,8896,100,15977,0.847734428,-0.530420908
202024,20,2024,LAVA_A3VIBE,A3,,,258186,79.5642527,79455,24.4853621,2609,52354,3926,100,6490,0.847734428,-0.530420908
202024,20,2024,LF7002_A7_TORCH,A7,,,150685,107.9792189,26667,19.10927983,1079,42997,2120,100,2791,0.847734428,-0.530420908
212024,21,2024,A1_JOSH_BOL,JOSH,,,580304,72.09001207,150614,18.71047775,13290,87025,22267,100,56348,0.786551556,-0.617524615
212024,21,2024,LAVA_A3VIBE,A3,,,255516,76.69862779,64807,19.45321612,7360,52555,9979,100,23320,0.786551556,-0.617524615
212024,21,2024,LF7002_A7_TORCH,A7,,,147964,103.1518773,19772,13.78388607,3447,42955,5938,100,10041,0.786551556,-0.617524615
222024,22,2024,A1_JOSH_BOL,JOSH,,,571362,67.28917528,119892,14.11965409,14421,86412,23421,100,59438,0.71645674,-0.697631521
222024,22,2024,LAVA_A3VIBE,A3,,,252962,73.59965086,52454,15.26156532,7631,52910,10559,100,24059,0.71645674,-0.697631521
222024,22,2024,LF7002_A7_TORCH,A7,,,143734,96.09723018,13951,9.327316141,2850,42655,6263,100,10470,0.71645674,-0.697631521
232024,23,2024,A1_JOSH_BOL,JOSH,,,570386,67.52413327,119862,14.18964992,12247,85831,23433,100,59130,0.638244184,-0.769833983
232024,23,2024,LAVA_A3VIBE,A3,,,254210,71.74125141,54525,15.38763909,7195,53304,11010,100,24804,0.638244184,-0.769833983
232024,23,2024,LF7002_A7_TORCH,A7,,,138439,96.15727327,14047,9.756796984,1900,41949,6262,100,10078,0.638244184,-0.769833983
242024,24,2024,A1_JOSH_BOL,JOSH,,,571636,71.88064957,122688,15.42746282,11387,85660,22665,100,55668,0.552800065,-0.833313919
242024,24,2024,LAVA_A3VIBE,A3,,,253945,74.30258318,49049,14.35140445,6215,53574,10913,100,23924,0.552800065,-0.833313919
242024,24,2024,LF7002_A7_TORCH,A7,,,139495,107.8966851,24644,19.06165746,3269,41979,5598,100,9050,0.552800065,-0.833313919
252024,25,2024,A1_JOSH_BOL,JOSH,,,577059,73.50445822,131015,16.68839164,6167,85878,12477,100,23552,0.461092501,-0.887352075
252024,25,2024,LAVA_A3VIBE,A3,,,254088,75.13691474,45640,13.4963036,3269,53966,5943,100,10145,0.461092501,-0.887352075
252024,25,2024,LF7002_A7_TORCH,A7,,,141803,107.4265152,25045,18.97348485,1940,42109,2951,100,3960,0.461092501,-0.887352075
262024,26,2024,A1_JOSH_BOL,JOSH,,,565995,70.40114079,140015,17.41572934,12293,85191,22629,100,56277,0.364160575,-0.931336177
262024,26,2024,LAVA_A3VIBE,A3,,,244798,72.95270126,43607,12.9954021,5581,53513,10931,100,23489,0.364160575,-0.931336177
262024,26,2024,LF7002_A7_TORCH,A7,,,140532,101.1437384,21659,15.58842278,3616,42104,6016,100,9726,0.364160575,-0.931336177
272024,27,2024,A1_JOSH_BOL,JOSH,,,556916,65.30550297,146374,17.16421811,14584,85064,23683,100,59695,0.263102564,-0.964767869
272024,27,2024,LAVA_A3VIBE,A3,,,236263,68.96176299,50086,14.6193812,6489,53442,11394,100,23982,0.263102564,-0.964767869
272024,27,2024,LF7002_A7_TORCH,A7,,,138307,94.6659822,25878,17.71252567,3472,42102,6260,100,10227,0.263102564,-0.964767869
282024,28,2024,A1_JOSH_BOL,JOSH,,,555129,65.20846758,130608,15.34192509,12742,84942,23795,100,59592,0.159063496,-0.987268355
282024,28,2024,LAVA_A3VIBE,A3,,,234257,68.27375302,47919,13.96590057,6576,53575,11388,100,24018,0.159063496,-0.987268355
282024,28,2024,LF7002_A7_TORCH,A7,,,137750,93.72569984,27077,18.42330871,3907,42285,6266,100,10288,0.159063496,-0.987268355
292024,29,2024,A1_JOSH_BOL,JOSH,,,553735,62.80616048,136650,15.49922224,11310,84601,24088,100,61716,0.053222175,-0.998582696
292024,29,2024,LAVA_A3VIBE,A3,,,234694,64.64127484,61530,16.9470785,6498,53354,11871,100,25415,0.053222175,-0.998582696
292024,29,2024,LF7002_A7_TORCH,A7,,,138878,88.15252086,28407,18.031284,4197,42560,6689,100,11028,0.053222175,-0.998582696
302024,30,2024,A1_JOSH_BOL,JOSH,,,548937,67.42041268,159749,19.62036355,3272,84729,9414,100,16284,-0.053222175,-0.998582696
302024,30,2024,LAVA_A3VIBE,A3,,,233675,66.11260433,81968,23.19083322,1784,53423,4616,100,7069,-0.053222175,-0.998582696
302024,30,2024,LF7002_A7_TORCH,A7,,,138323,88.21619898,31814,20.28954082,925,42530,2397,100,3136,-0.053222175,-0.998582696
312024,31,2024,A1_JOSH_BOL,JOSH,,,541047,61.57457566,133350,15.17607466,13367,83976,24213,100,61508,-0.159063496,-0.987268355
312024,31,2024,LAVA_A3VIBE,A3,,,232153,61.19642252,70820,18.66842403,9313,53765,12343,100,26555,-0.159063496,-0.987268355
312024,31,2024,LF7002_A7_TORCH,A7,,,137830,82.44829944,29050,17.37737139,4801,42748,7066,100,11702,-0.159063496,-0.987268355
322024,32,2024,A1_JOSH_BOL,JOSH,,,556654,61.39533931,132987,14.66760679,15496,83620,25151,100,63467,-0.263102564,-0.964767869
322024,32,2024,LAVA_A3VIBE,A3,,,232914,56.78059483,57589,14.03924915,8277,53906,12859,100,28714,-0.263102564,-0.964767869
322024,32,2024,LF7002_A7_TORCH,A7,,,138017,80.12265716,26257,15.24290927,4708,42916,7180,100,12058,-0.263102564,-0.964767869
332024,33,2024,A1_JOSH_BOL,JOSH,,,561797,64.88975975,105534,12.18959145,12348,83672,25433,100,60604,-0.364160575,-0.931336177
332024,33,2024,LAVA_A3VIBE,A3,,,230083,59.38720501,60122,15.51821534,6191,53654,12521,100,27120,-0.364160575,-0.931336177
332024,33,2024,LF7002_A7_TORCH,A7,,,136971,83.97241198,27086,16.60553512,3932,42946,7041,100,11418,-0.364160575,-0.931336177
342024,34,2024,A1_JOSH_BOL,JOSH,,,549124,65.87154265,108647,13.03302259,9544,83598,24557,100,58354,-0.461092501,-0.887352075
342024,34,2024,LAVA_A3VIBE,A3,,,235443,62.68212072,66847,17.79671395,7500,54246,12167,100,26293,-0.461092501,-0.887352075
342024,34,2024,LF7002_A7_TORCH,A7,,,138446,88.13404874,24177,15.39096035,4658,43399,6827,100,10996,-0.461092501,-0.887352075
352024,35,2024,A1_JOSH_BOL,JOSH,,,549016,69.5632048,144054,18.25239684,5503,84065,13299,100,23677,-0.552800065,-0.833313919
352024,35,2024,LAVA_A3VIBE,A3,,,238948,66.88225415,71710,20.07184176,3368,54694,6270,100,10718,-0.552800065,-0.833313919
352024,35,2024,LF7002_A7_TORCH,A7,,,138626,91.06152836,28598,18.78563608,1609,43542,3284,100,4567,-0.552800065,-0.833313919
352024,35,2024,YUVA_STAR,YUVA,,,9897,22.85681293,12718,29.37182448,4363,9897,807,100,1299,-0.552800065,-0.833313919
362024,36,2024,A1_JOSH_BOL,JOSH,,,541244,68.21584444,139231,17.54801945,12128,83727,23722,100,55540,-0.638244184,-0.769833983
362024,36,2024,LAVA_A3VIBE,A3,,,238200,65.63791678,74113,20.42243042,8260,54978,11732,100,25403,-0.638244184,-0.769833983
362024,36,2024,LF7002_A7_TORCH,A7,,,137560,88.63402062,35612,22.94587629,3994,43422,6879,100,10864,-0.638244184,-0.769833983
362024,36,2024,YUVA_STAR,YUVA,,,20340,35.86397985,14742,25.99345088,7048,20340,2757,100,3970,-0.638244184,-0.769833983
372024,37,2024,A1_JOSH_BOL,JOSH,,,543698,70.55645984,148014,19.2079865,18168,84844,23853,100,53941,-0.71645674,-0.697631521
372024,37,2024,LAVA_A3VIBE,A3,,,245822,70.10323474,66762,19.03911024,12619,57251,12297,100,24546,-0.71645674,-0.697631521
372024,37,2024,LF7002_A7_TORCH,A7,,,141153,91.72586335,33164,21.5510583,6602,44718,6747,100,10772,-0.71645674,-0.697631521
372024,37,2024,YUVA_STAR,YUVA,,,25557,30.77038184,12060,14.52012384,5046,25557,4214,100,5814,-0.71645674,-0.697631521
382024,38,2024,A1_JOSH_BOL,JOSH,,,543128,68.62999801,140928,17.80775132,13424,85368,23932,100,55397,-0.786551556,-0.617524615
382024,38,2024,LAVA_A3VIBE,A3,,,245528,66.27703224,66902,18.05930896,8784,58285,12877,100,25932,-0.786551556,-0.617524615
382024,38,2024,LF7002_A7_TORCH,A7,,,141727,88.31914894,28108,17.51589068,4625,45196,6947,100,11233,-0.786551556,-0.617524615
382024,38,2024,YUVA_STAR,YUVA,,,31873,35.6122905,11371,12.70502793,6302,31873,4744,100,6265,-0.786551556,-0.617524615
392024,39,2024,A1_JOSH_BOL,JOSH,,,548938,68.34752139,132145,16.45319365,14923,86404,24199,100,56221,-0.847734428,-0.530420908
392024,39,2024,LAVA_A3VIBE,A3,,,250894,68.19360099,62264,16.92350703,10101,60003,12859,100,25754,-0.847734428,-0.530420908
392024,39,2024,LF7002_A7_TORCH,A7,,,142762,93.65829428,29705,19.48781631,4415,45705,6755,100,10670,-0.847734428,-0.530420908
392024,39,2024,YUVA_STAR,YUVA,,,35902,87.81062194,9694,23.70999301,3699,35902,2451,100,2862,-0.847734428,-0.530420908
402024,40,2024,A1_JOSH_BOL,JOSH,,,553381,73.55529464,132027,17.5490031,8595,87864,12843,100,22570,-0.89931213,-0.43730732
402024,40,2024,LAVA_A3VIBE,A3,,,254956,72.75449444,63435,18.10187387,5414,61552,6738,100,10513,-0.89931213,-0.43730732
402024,40,2024,LF7002_A7_TORCH,A7,,,144001,99.40243902,35177,24.28232858,2331,46227,3235,100,4346,-0.89931213,-0.43730732
402024,40,2024,YUVA_STAR,YUVA,,,35858,13.88768397,14354,5.55925639,4326,35858,5895,100,7746,-0.89931213,-0.43730732
412024,41,2024,A1_JOSH_BOL,JOSH,,,553791,72.85217342,171279,22.53205164,18466,87819,23806,100,53211,-0.940700267,-0.339238866
412024,41,2024,LAVA_A3VIBE,A3,,,257683,72.8623768,75159,21.25193892,12103,62136,13089,100,24756,-0.940700267,-0.339238866
412024,41,2024,LF7002_A7_TORCH,A7,,,148816,97.511186,43107,28.2457175,7003,47159,6822,100,10683,-0.940700267,-0.339238866
412024,41,2024,YUVA_STAR,YUVA,,,39611,32.86830251,14679,12.18029872,7679,39611,6502,100,8436,-0.940700267,-0.339238866
422024,42,2024,A1_JOSH_BOL,JOSH,,,567079,74.1418192,172531,22.55728427,22650,88949,24821,100,53540,-0.971429893,-0.2373267
422024,42,2024,LAVA_A3VIBE,A3,,,262621,73.95691355,76644,21.58377922,12557,63325,13469,100,24857,-0.971429893,-0.2373267
422024,42,2024,LF7002_A7_TORCH,A7,,,153305,98.78808801,38871,25.04805302,7219,48462,6992,100,10863,-0.971429893,-0.2373267
422024,42,2024,YUVA_STAR,YUVA,,,40386,34.27106316,11258,9.553400412,5674,40386,6540,100,8249,-0.971429893,-0.2373267
432024,43,2024,A1_JOSH_BOL,JOSH,,,573725,76.70852832,189902,25.39039251,15412,89346,24184,100,52355,-0.991152831,-0.132725527
432024,43,2024,LAVA_A3VIBE,A3,,,265519,76.78397918,86599,25.04308849,9023,63716,13289,100,24206,-0.991152831,-0.132725527
432024,43,2024,LF7002_A7_TORCH,A7,,,155788,104.3755743,38967,26.10729326,4995,48874,6738,100,10448,-0.991152831,-0.132725527
432024,43,2024,YUVA_STAR,YUVA,,,40539,37.91729022,10154,9.497327632,5203,40539,6013,100,7484,-0.991152831,-0.132725527
442024,44,2024,A1_JOSH_BOL,JOSH,,,597131,84.46836415,205256,29.03489946,13540,89909,23108,100,49485,-0.999645611,-0.026620521
442024,44,2024,LAVA_A3VIBE,A3,,,272141,83.68051834,98485,30.28311004,8238,64150,12527,100,22765,-0.999645611,-0.026620521
442024,44,2024,LF7002_A7_TORCH,A7,,,161171,112.8648459,51225,35.87184874,5285,49575,6499,100,9996,-0.999645611,-0.026620521
442024,44,2024,YUVA_STAR,YUVA,,,41016,143.6996997,9733,34.0995996,1721,41016,1800,100,1998,-0.999645611,-0.026620521
452024,45,2024,A1_JOSH_BOL,JOSH,,,599232,88.72253479,194624,28.81610897,3824,90505,8588,100,13508,-0.996812007,0.079786106
452024,45,2024,LAVA_A3VIBE,A3,,,272438,89.61776316,94893,31.21480263,2076,64508,4278,100,6080,-0.996812007,0.079786106
452024,45,2024,LF7002_A7_TORCH,A7,,,162371,121.9001502,52686,39.55405405,1363,49762,2034,100,2664,-0.996812007,0.079786106
452024,45,2024,YUVA_STAR,YUVA,,,38485,10.3011242,10418,2.788543897,2929,38485,5993,100,7472,-0.996812007,0.079786106
462024,46,2024,A1_JOSH_BOL,JOSH,,,601737,84.52210294,172739,24.26352965,18103,90447,23026,100,49835,-0.982684125,0.185288724
462024,46,2024,LAVA_A3VIBE,A3,,,276629,82.1136036,84274,25.01560512,12386,64992,12849,100,23582,-0.982684125,0.185288724
462024,46,2024,LF7002_A7_TORCH,A7,,,167162,108.9307392,55856,36.39843605,7183,50761,6878,100,10742,-0.982684125,0.185288724
462024,46,2024,YUVA_STAR,YUVA,,,39671,33.20145863,12479,10.44392635,6948,39671,6606,100,8364,-0.982684125,0.185288724
472024,47,2024,A1_JOSH_BOL,JOSH,,,598225,82.66527824,148922,20.57867619,14924,90494,23286,100,50657,-0.957422038,0.288691947
472024,47,2024,LAVA_A3VIBE,A3,,,279792,81.15289633,73515,21.32282257,9781,65331,13162,100,24134,-0.957422038,0.288691947
472024,47,2024,LF7002_A7_TORCH,A7,,,172008,107.8613276,51563,32.33369166,6618,51646,7122,100,11163,-0.957422038,0.288691947
472024,47,2024,YUVA_STAR,YUVA,,,42198,41.01444043,14938,14.51902249,5496,42198,5789,100,7202,-0.957422038,0.288691947
482024,48,2024,A1_JOSH_BOL,JOSH,,,596463,85.91738003,129829,18.7011894,13599,90787,22748,100,48596,-0.921311978,0.388824175
482024,48,2024,LAVA_A3VIBE,A3,,,284486,88.49495623,65891,20.49668933,9542,66097,12522,100,22503,-0.921311978,0.388824175
482024,48,2024,LF7002_A7_TORCH,A7,,,177596,113.1081794,46525,29.63106178,6515,52781,7064,100,10991,-0.921311978,0.388824175
482024,48,2024,YUVA_STAR,YUVA,,,46364,44.92635659,13696,13.27131783,6664,46364,5717,100,7224,-0.921311978,0.388824175
492024,49,2024,A1_JOSH_BOL,JOSH,,,587289,103.5313539,110031,19.39702327,8907,90767,19573,100,39708,-0.874763085,0.48455087
492024,49,2024,LAVA_A3VIBE,A3,,,285877,104.5363318,56108,20.51695137,6783,66555,11063,100,19143,-0.874763085,0.48455087
492024,49,2024,LF7002_A7_TORCH,A7,,,179799,128.5196569,34014,24.31308077,4941,53398,6302,100,9793,-0.874763085,0.48455087
492024,49,2024,YUVA_STAR,YUVA,,,46187,44.81688384,12207,11.84488495,4094,46187,5656,100,7214,-0.874763085,0.48455087
502024,50,2024,A1_JOSH_BOL,JOSH,,,578842,88.0993354,106467,16.2042007,3342,90852,11743,100,19711,-0.818302776,0.57478741
502024,50,2024,LAVA_A3VIBE,A3,,,282021,81.92727801,54011,15.6902295,2117,66469,6752,100,10327,-0.818302776,0.57478741
502024,50,2024,LF7002_A7_TORCH,A7,,,178065,94.88365897,31589,16.83250444,1439,53316,3953,100,5630,-0.818302776,0.57478741
502024,50,2024,YUVA_STAR,YUVA,,,41512,13.60008736,13481,4.416621164,2448,41512,6984,100,9157,-0.818302776,0.57478741
512024,51,2024,A1_JOSH_BOL,JOSH,,,558954,92.72627737,96944,16.08228268,6656,89924,20791,100,42196,-0.75257077,0.658511379
512024,51,2024,LAVA_A3VIBE,A3,,,272943,94.06730343,48882,16.8467333,4443,65454,11638,100,20311,-0.75257077,0.658511379
512024,51,2024,LF7002_A7_TORCH,A7,,,173604,112.1990583,25689,16.6026221,2920,52754,6902,100,10831,-0.75257077,0.658511379
512024,51,2024,YUVA_STAR,YUVA,,,42060,39.07884258,14897,13.84112025,4743,42060,5919,100,7534,-0.75257077,0.658511379
522024,52,2024,A1_JOSH_BOL,JOSH,,,544948,101.2376858,91490,16.99654989,8426,89263,19297,100,37680,-0.678311836,0.734774151
522024,52,2024,LAVA_A3VIBE,A3,,,267035,104.6316821,40838,16.00145536,4643,64846,10559,100,17865,-0.678311836,0.734774151
522024,52,2024,LF7002_A7_TORCH,A7,,,170352,131.5314361,20707,15.98819766,2613,52379,6154,100,9066,-0.678311836,0.734774151
522024,52,2024,YUVA_STAR,YUVA,,,41909,38.71245711,12608,11.64634468,4289,41909,5937,100,7578,-0.678311836,0.734774151
532024,53,2024,A1_JOSH_BOL,JOSH,,,530928,110.5113292,80276,16.7092477,6596,88641,17969,100,33630,-0.596367359,0.802711638
532024,53,2024,LAVA_A3VIBE,A3,,,259791,114.4237715,34077,15.00906059,3506,64270,9661,100,15893,-0.596367359,0.802711638
532024,53,2024,LF7002_A7_TORCH,A7,,,166676,149.3895006,17295,15.50128041,1622,51883,5473,100,7810,-0.596367359,0.802711638
532024,53,2024,YUVA_STAR,YUVA,,,42315,41.22546973,11771,11.46791928,4864,42315,5651,100,7185,-0.596367359,0.802711638
542024,54,2024,A1_JOSH_BOL,JOSH,,,517937,123.59158,72516,17.30397137,5177,87998,16219,100,29335,-0.5076658,0.861554081
542024,54,2024,LAVA_A3VIBE,A3,,,252737,128.2463936,27999,14.20753896,2373,63598,8766,100,13795,-0.5076658,0.861554081
542024,54,2024,LF7002_A7_TORCH,A7,,,162925,171.165391,14838,15.58847366,1322,51373,4805,100,6663,-0.5076658,0.861554081
542024,54,2024,YUVA_STAR,YUVA,,,42785,146.4523227,11251,38.51198044,2044,42785,1814,100,2045,-0.5076658,0.861554081
552024,55,2024,A1_JOSH_BOL,JOSH,,,514940,134.0291515,73354,19.09266007,1853,87922,5533,100,7684,-0.413212186,0.910634773
552024,55,2024,LAVA_A3VIBE,A3,,,250718,139.2490975,27251,15.13524021,814,63499,2793,100,3601,-0.413212186,0.910634773
552024,55,2024,LF7002_A7_TORCH,A7,,,161866,184.9897143,14556,16.63542857,353,51260,1457,100,1750,-0.413212186,0.910634773
552024,55,2024,YUVA_STAR,YUVA,,,40634,11.06439755,10640,2.897208986,3520,40634,5847,100,7345,-0.413212186,0.910634773
562024,56,2024,A1_JOSH_BOL,JOSH,,,502418,128.1258334,71202,18.15781996,5455,87233,15488,100,27449,-0.314076712,0.949397608
562024,56,2024,LAVA_A3VIBE,A3,,,242915,135.609299,22519,12.57141718,1917,62703,8083,100,12539,-0.314076712,0.949397608
562024,56,2024,LF7002_A7_TORCH,A7,,,157642,179.5174882,12676,14.43500895,914,50663,4487,100,6147,-0.314076712,0.949397608
562024,56,2024,YUVA_STAR,YUVA,,,41439,42.1189197,9899,10.06142007,6494,41439,5582,100,6887,-0.314076712,0.949397608
572024,57,2024,A1_JOSH_BOL,JOSH,,,492058,136.7587549,76623,21.29599778,5246,86633,14580,100,25186,-0.211382624,0.97740339
572024,57,2024,LAVA_A3VIBE,A3,,,235726,148.175467,18937,11.90364583,1697,61871,7414,100,11136,-0.211382624,0.97740339
572024,57,2024,LF7002_A7_TORCH,A7,,,153810,192.91704,11386,14.28095323,750,50107,4163,100,5581,-0.211382624,0.97740339
572024,57,2024,YUVA_STAR,YUVA,,,39100,41.25094197,9175,9.679728711,3295,39100,5475,100,6635,-0.211382624,0.97740339
582024,58,2024,A1_JOSH_BOL,JOSH,,,484137,145.0194274,70484,21.11292738,5127,86178,13797,100,23369,-0.106293486,0.9943348
582024,58,2024,LAVA_A3VIBE,A3,,,228494,154.2984758,16324,11.02334555,1391,61118,7004,100,10366,-0.106293486,0.9943348
